EID,Cites,Keyword
2-s2.0-84873400363,16,Power converters
2-s2.0-84868470587,16,Adaptive methods
2-s2.0-84868470587,16,ANFIS
2-s2.0-84868470587,16,Criterion functions
2-s2.0-84868470587,16,Fuzzy logic system
2-s2.0-84868470587,16,Fuzzy models
2-s2.0-84868470587,16,Fuzzy numbers
2-s2.0-84868470587,16,Hot strip mills
2-s2.0-84868470587,16,Hybrid learning
2-s2.0-84868470587,16,Hybrid mechanisms
2-s2.0-84868470587,16,Hybrid model
2-s2.0-84868470587,16,Hybrid training
2-s2.0-84868470587,16,Hybrid-learning algorithm
2-s2.0-84868470587,16,Input-output data
2-s2.0-84868470587,16,Model parameters
2-s2.0-84868470587,16,Nonlinear mappings
2-s2.0-84868470587,16,Performance indices
2-s2.0-84868470587,16,Square-root
2-s2.0-84868470587,16,Standard deviation
2-s2.0-84868470587,16,Temperature prediction
2-s2.0-84868470587,16,Type-2 fuzzy set
2-s2.0-84868470587,16,Type-2 fuzzy systems
2-s2.0-84868470587,16,Fuzzy sets
2-s2.0-84868470587,16,Learning algorithms
2-s2.0-84868470587,16,Fuzzy logic
2-s2.0-84878356081,16,"3,3' diaminobencidine"
2-s2.0-84878356081,16,catalase
2-s2.0-84878356081,16,catalase 1
2-s2.0-84878356081,16,chitosan
2-s2.0-84878356081,16,dye
2-s2.0-84878356081,16,hydrogen peroxide
2-s2.0-84878356081,16,messenger RNA
2-s2.0-84878356081,16,phenylalanine ammonia lyase
2-s2.0-84878356081,16,salicylic acid
2-s2.0-84878356081,16,unclassified drug
2-s2.0-84878356081,16,catalase
2-s2.0-84878356081,16,chitosan
2-s2.0-84878356081,16,hydrogen peroxide
2-s2.0-84878356081,16,oxidizing agent
2-s2.0-84878356081,16,"pathogenesis-related proteins, plant"
2-s2.0-84878356081,16,phenylalanine ammonia lyase
2-s2.0-84878356081,16,salicylic acid
2-s2.0-84878356081,16,vegetable protein
2-s2.0-84878356081,16,article
2-s2.0-84878356081,16,bioaccumulation
2-s2.0-84878356081,16,biotic stress
2-s2.0-84878356081,16,Capsicum annuum
2-s2.0-84878356081,16,catalase 1 gene
2-s2.0-84878356081,16,concentration (parameters)
2-s2.0-84878356081,16,controlled study
2-s2.0-84878356081,16,enzyme activity
2-s2.0-84878356081,16,foliage
2-s2.0-84878356081,16,fresh weight
2-s2.0-84878356081,16,gene
2-s2.0-84878356081,16,gene expression profiling
2-s2.0-84878356081,16,gene induction
2-s2.0-84878356081,16,molecular dynamics
2-s2.0-84878356081,16,nonhuman
2-s2.0-84878356081,16,oxidation
2-s2.0-84878356081,16,oxidative stress
2-s2.0-84878356081,16,pathogenesis related protein 1 gene
2-s2.0-84878356081,16,phenylalanine ammonia lyase gene
2-s2.0-84878356081,16,plant defense
2-s2.0-84878356081,16,plant response
2-s2.0-84878356081,16,quantitative analysis
2-s2.0-84878356081,16,signal transduction
2-s2.0-84878356081,16,dose response
2-s2.0-84878356081,16,drug effects
2-s2.0-84878356081,16,gene expression regulation
2-s2.0-84878356081,16,genetics
2-s2.0-84878356081,16,metabolism
2-s2.0-84878356081,16,pepper
2-s2.0-84878356081,16,plant leaf
2-s2.0-84878356081,16,reverse transcription polymerase chain reaction
2-s2.0-84878356081,16,time
2-s2.0-84878356081,16,Capsicum annuum
2-s2.0-84878356081,16,Capsicum
2-s2.0-84878356081,16,Catalase
2-s2.0-84878356081,16,Chitosan
2-s2.0-84878356081,16,"Dose-Response Relationship, Drug"
2-s2.0-84878356081,16,"Gene Expression Regulation, Plant"
2-s2.0-84878356081,16,Hydrogen Peroxide
2-s2.0-84878356081,16,Oxidants
2-s2.0-84878356081,16,Oxidative Stress
2-s2.0-84878356081,16,Phenylalanine Ammonia-Lyase
2-s2.0-84878356081,16,Plant Leaves
2-s2.0-84878356081,16,Plant Proteins
2-s2.0-84878356081,16,Reverse Transcriptase Polymerase Chain Reaction
2-s2.0-84878356081,16,Salicylic Acid
2-s2.0-84878356081,16,Time Factors
2-s2.0-84861337073,16,Aerospace sectors
2-s2.0-84861337073,16,Alignment tolerance
2-s2.0-84861337073,16,Automated systems
2-s2.0-84861337073,16,Closed loops
2-s2.0-84861337073,16,EN ISO 9283
2-s2.0-84861337073,16,Error sources
2-s2.0-84861337073,16,Evaluation standard
2-s2.0-84861337073,16,Fuselage barrels
2-s2.0-84861337073,16,iGPS
2-s2.0-84861337073,16,Indoor GPS system
2-s2.0-84861337073,16,Industrial manipulators
2-s2.0-84861337073,16,Laser equipment
2-s2.0-84861337073,16,Manual process
2-s2.0-84861337073,16,Measuring procedure
2-s2.0-84861337073,16,Open-loop configuration
2-s2.0-84861337073,16,R-LAT
2-s2.0-84861337073,16,Reference systems
2-s2.0-84861337073,16,Step-by-step analysis
2-s2.0-84861337073,16,Alignment
2-s2.0-84861337073,16,Automation
2-s2.0-84861337073,16,Closed loop systems
2-s2.0-84861337073,16,Frequency modulation
2-s2.0-84861337073,16,Manipulators
2-s2.0-84861337073,16,Optical radar
2-s2.0-84861337073,16,Radar measurement
2-s2.0-84861337073,16,Robots
2-s2.0-84861337073,16,Fuselages
2-s2.0-84869162743,16,Asymptotically stable
2-s2.0-84869162743,16,Autonomous systems
2-s2.0-84869162743,16,Control laws
2-s2.0-84869162743,16,Control parameters
2-s2.0-84869162743,16,Design parameters
2-s2.0-84869162743,16,Exponential rates
2-s2.0-84869162743,16,Information flows
2-s2.0-84869162743,16,Linear time-invariant
2-s2.0-84869162743,16,Oscillatory motion
2-s2.0-84869162743,16,Safe control
2-s2.0-84869162743,16,Steady state
2-s2.0-84869162743,16,System transients
2-s2.0-84869162743,16,Theoretical minimum
2-s2.0-84869162743,16,Time-scales
2-s2.0-84869162743,16,Transient dynamics
2-s2.0-84869162743,16,Transient errors
2-s2.0-84869162743,16,Dynamics
2-s2.0-84869162743,16,Errors
2-s2.0-84869162743,16,Linear systems
2-s2.0-84869162743,16,Military applications
2-s2.0-84869162743,16,Traffic control
2-s2.0-84869162743,16,Vehicles
2-s2.0-84869162743,16,Control theory
2-s2.0-84864420043,16,Column generation
2-s2.0-84864420043,16,Cutting stock problem
2-s2.0-84864420043,16,Fast execution time
2-s2.0-84864420043,16,GRASP
2-s2.0-84864420043,16,Irregular shape
2-s2.0-84864420043,16,Knapsack problems
2-s2.0-84864420043,16,No-fit polygon
2-s2.0-84864420043,16,Occupancy rate
2-s2.0-84864420043,16,Optimal solutions
2-s2.0-84864420043,16,Runtimes
2-s2.0-84864420043,16,Simple polygon
2-s2.0-84864420043,16,Two-dimensional cutting
2-s2.0-84864420043,16,Algorithms
2-s2.0-84864420043,16,Combinatorial optimization
2-s2.0-84864420043,16,Geometry
2-s2.0-84864420043,16,Two dimensional
2-s2.0-84864420043,16,Integer programming
2-s2.0-84861191978,16,Estimation errors
2-s2.0-84861191978,16,Filtering problems
2-s2.0-84861191978,16,Gain matrices
2-s2.0-84861191978,16,Gaussian white noise
2-s2.0-84861191978,16,Illustrative examples
2-s2.0-84861191978,16,Innovations process
2-s2.0-84861191978,16,Mean-square
2-s2.0-84861191978,16,Nonlinear polynomial systems
2-s2.0-84861191978,16,Nonlinear polynomials
2-s2.0-84861191978,16,Polynomial filters
2-s2.0-84861191978,16,Sliding modes
2-s2.0-84861191978,16,Theoretical result
2-s2.0-84861191978,16,Estimation
2-s2.0-84861191978,16,Stochastic systems
2-s2.0-84861191978,16,Polynomials
2-s2.0-84867583179,16,iron complex
2-s2.0-84867583179,16,ab initio calculation
2-s2.0-84867583179,16,article
2-s2.0-84867583179,16,chemical binding
2-s2.0-84867583179,16,chemical structure
2-s2.0-84867583179,16,density functional theory
2-s2.0-84867583179,16,dissociation
2-s2.0-84867583179,16,electromagnetic field
2-s2.0-84867583179,16,energy
2-s2.0-84867583179,16,magnetism
2-s2.0-84867583179,16,mathematical computing
2-s2.0-84867583179,16,polarization
2-s2.0-84867583179,16,priority journal
2-s2.0-84867583179,16,zeta potential
2-s2.0-84867583179,16,Dimerization
2-s2.0-84867583179,16,Electrons
2-s2.0-84867583179,16,Iron
2-s2.0-84867583179,16,Isomerism
2-s2.0-84867583179,16,Magnetics
2-s2.0-84867583179,16,"Models, Molecular"
2-s2.0-84867583179,16,Molecular Conformation
2-s2.0-84867583179,16,"Spectrophotometry, Infrared"
2-s2.0-84867583179,16,Thermodynamics
2-s2.0-84859776116,16,Anti-optimization
2-s2.0-84859776116,16,Interval analysis
2-s2.0-84859776116,16,Order statistics
2-s2.0-84859776116,16,Structural reliability
2-s2.0-84859776116,16,Worst case scenario
2-s2.0-84859776116,16,Monte Carlo methods
2-s2.0-84859776116,16,Numerical methods
2-s2.0-84859776116,16,Optimization
2-s2.0-84859776116,16,Reliability theory
2-s2.0-84859776116,16,Structural analysis
2-s2.0-84859776116,16,Reliability analysis
2-s2.0-84861575408,16,endometriosis
2-s2.0-84861575408,16,human
2-s2.0-84861575408,16,intermethod comparison
2-s2.0-84861575408,16,laparoendoscopic single site surgery
2-s2.0-84861575408,16,laparoscopy
2-s2.0-84861575408,16,minimally invasive surgery
2-s2.0-84861575408,16,operation duration
2-s2.0-84861575408,16,outcome assessment
2-s2.0-84861575408,16,postoperative hemorrhage
2-s2.0-84861575408,16,review
2-s2.0-84861575408,16,robotics
2-s2.0-84861575408,16,systematic review
2-s2.0-84861575408,16,Endometriosis
2-s2.0-84861575408,16,Female
2-s2.0-84861575408,16,Gynecologic Surgical Procedures
2-s2.0-84861575408,16,Humans
2-s2.0-84861575408,16,Laparoscopy
2-s2.0-84861575408,16,Middle Aged
2-s2.0-84861575408,16,Research Design
2-s2.0-84861575408,16,Robotics
2-s2.0-84861575408,16,"Surgical Procedures, Minimally Invasive"
2-s2.0-84861575408,16,Treatment Outcome
2-s2.0-84859951115,16,Analytic solution
2-s2.0-84859951115,16,Backorders
2-s2.0-84859951115,16,Complete solutions
2-s2.0-84859951115,16,Convexity
2-s2.0-84859951115,16,EOQ
2-s2.0-84859951115,16,EPQ
2-s2.0-84859951115,16,EPQ inventory models
2-s2.0-84859951115,16,Inventory models
2-s2.0-84859951115,16,Inventory problem
2-s2.0-84859951115,16,Optimal solutions
2-s2.0-84859951115,16,Sufficient and necessary condition
2-s2.0-84859951115,16,Costs
2-s2.0-84859951115,16,Inventory control
2-s2.0-84859951115,16,Optimal systems
2-s2.0-84861415304,16,Constant-factor approximation algorithms
2-s2.0-84861415304,16,Flexible environments
2-s2.0-84861415304,16,Machine scheduling
2-s2.0-84861415304,16,Makespan
2-s2.0-84861415304,16,New York
2-s2.0-84861415304,16,Non-preemptive
2-s2.0-84861415304,16,Optimal preemptive schedule
2-s2.0-84861415304,16,Packing constraints
2-s2.0-84861415304,16,Parallel machine
2-s2.0-84861415304,16,Polynomial time approximation schemes
2-s2.0-84861415304,16,Scheduling jobs
2-s2.0-84861415304,16,Total weighted completion time
2-s2.0-84861415304,16,Uniform machine
2-s2.0-84861415304,16,Unrelated machines
2-s2.0-84861415304,16,Unrelated parallel machines
2-s2.0-84861415304,16,Upper Bound
2-s2.0-84861415304,16,Weighted completion
2-s2.0-84861415304,16,Approximation algorithms
2-s2.0-84861415304,16,Machinery
2-s2.0-84861415304,16,Scheduling algorithms
2-s2.0-84861415304,16,Scheduling
2-s2.0-84859059218,16,Augmented Lagrangian methods
2-s2.0-84859059218,16,Augmented Lagrangians
2-s2.0-84859059218,16,Bench-mark problems
2-s2.0-84859059218,16,Equality constraints
2-s2.0-84859059218,16,First order method
2-s2.0-84859059218,16,Gaussians
2-s2.0-84859059218,16,Limit state functions
2-s2.0-84859059218,16,Linear search
2-s2.0-84859059218,16,Local minimizer
2-s2.0-84859059218,16,Merit function
2-s2.0-84859059218,16,Nonlinear problems
2-s2.0-84859059218,16,Nonlinear programming (NLP)
2-s2.0-84859059218,16,Optimization algorithms
2-s2.0-84859059218,16,Optimization techniques
2-s2.0-84859059218,16,Step length
2-s2.0-84859059218,16,Structural reliability
2-s2.0-84859059218,16,Structural reliability analysis
2-s2.0-84859059218,16,Wolfe conditions
2-s2.0-84859059218,16,Algorithms
2-s2.0-84859059218,16,Benchmarking
2-s2.0-84859059218,16,Lagrange multipliers
2-s2.0-84859059218,16,Reliability analysis
2-s2.0-84859059218,16,Problem solving
2-s2.0-84856491836,16,Adaptive ability
2-s2.0-84856491836,16,Bench-mark problems
2-s2.0-84856491836,16,Experimental data
2-s2.0-84856491836,16,In-process monitoring
2-s2.0-84856491836,16,Industrial processs
2-s2.0-84856491836,16,Linear dependence
2-s2.0-84856491836,16,Modeling accuracy
2-s2.0-84856491836,16,Modeling method
2-s2.0-84856491836,16,Moving window pca
2-s2.0-84856491836,16,Online modeling
2-s2.0-84856491836,16,PCA algorithms
2-s2.0-84856491836,16,PCA model
2-s2.0-84856491836,16,Principal Components
2-s2.0-84856491836,16,Process Modeling
2-s2.0-84856491836,16,Recursive algorithms
2-s2.0-84856491836,16,Recursive PCA
2-s2.0-84856491836,16,Synthetic data
2-s2.0-84856491836,16,Time varying
2-s2.0-84856491836,16,Time-varying process
2-s2.0-84856491836,16,Algorithms
2-s2.0-84856491836,16,Ball mills
2-s2.0-84856491836,16,Process monitoring
2-s2.0-84856491836,16,Time varying systems
2-s2.0-84856491836,16,Principal component analysis
2-s2.0-84856491836,16,accuracy
2-s2.0-84856491836,16,algorithm
2-s2.0-84856491836,16,analytical parameters
2-s2.0-84856491836,16,approximate linear dependence
2-s2.0-84856491836,16,article
2-s2.0-84856491836,16,information processing
2-s2.0-84856491836,16,mathematical computing
2-s2.0-84856491836,16,online system
2-s2.0-84856491836,16,principal component analysis
2-s2.0-84856491836,16,priority journal
2-s2.0-84856491836,16,process model
2-s2.0-84856491836,16,sampling
2-s2.0-84856491836,16,statistical analysis
2-s2.0-84855885252,16,Business analytics
2-s2.0-84855885252,16,Business Process
2-s2.0-84855885252,16,Information processing capabilities
2-s2.0-84855885252,16,Information processing needs
2-s2.0-84855885252,16,Maturity levels
2-s2.0-84855885252,16,Performance
2-s2.0-84855885252,16,Process maturity
2-s2.0-84855885252,16,Statistical techniques
2-s2.0-84855885252,16,Supply chain operations references
2-s2.0-84855885252,16,Supply chain performance
2-s2.0-84855885252,16,Supply chain process
2-s2.0-84855885252,16,Data processing
2-s2.0-84855885252,16,Supply chain management
2-s2.0-84855885252,16,Industry
2-s2.0-84855921893,16,Common quadratic Lyapunov function
2-s2.0-84855921893,16,Comparative analysis
2-s2.0-84855921893,16,particle Swarm optimisation
2-s2.0-84855921893,16,Specific information
2-s2.0-84855921893,16,Switched linear system
2-s2.0-84855921893,16,Switched system
2-s2.0-84855921893,16,Asymptotic stability
2-s2.0-84855921893,16,Linear systems
2-s2.0-84855921893,16,Lyapunov functions
2-s2.0-84855921893,16,Switching systems
2-s2.0-84855921893,16,Particle swarm optimization (PSO)
2-s2.0-84870724521,16,alpha hexachlorocyclohexane
2-s2.0-84870724521,16,beta hexachlorocyclohexane
2-s2.0-84870724521,16,hexachlorocyclohexane
2-s2.0-84870724521,16,lindane
2-s2.0-84870724521,16,pollutant
2-s2.0-84870724521,16,aerobic metabolism
2-s2.0-84870724521,16,bacterial strain
2-s2.0-84870724521,16,bacterium culture
2-s2.0-84870724521,16,bacterium detection
2-s2.0-84870724521,16,bioremediation
2-s2.0-84870724521,16,chemical parameters
2-s2.0-84870724521,16,chemical structure
2-s2.0-84870724521,16,colorimetry
2-s2.0-84870724521,16,culture medium
2-s2.0-84870724521,16,dechlorination
2-s2.0-84870724521,16,ecotoxicity
2-s2.0-84870724521,16,Gram negative bacterium
2-s2.0-84870724521,16,Gram positive bacterium
2-s2.0-84870724521,16,Henry law constant
2-s2.0-84870724521,16,human
2-s2.0-84870724521,16,nonhuman
2-s2.0-84870724521,16,nucleotide sequence
2-s2.0-84870724521,16,octanol air partition coefficient
2-s2.0-84870724521,16,octanol water partition coefficient
2-s2.0-84870724521,16,physical chemistry
2-s2.0-84870724521,16,phytoremediation
2-s2.0-84870724521,16,plant microorganism interaction
2-s2.0-84870724521,16,pollution monitoring
2-s2.0-84870724521,16,review
2-s2.0-84870724521,16,soil pollutant
2-s2.0-84870724521,16,soil pollution control
2-s2.0-84870724521,16,Streptomyces
2-s2.0-84870724521,16,temperature
2-s2.0-84870724521,16,vapor pressure
2-s2.0-84870724521,16,waste component removal
2-s2.0-84870724521,16,water solubility
2-s2.0-84870724521,16,xenobiotic metabolism
2-s2.0-84870724521,16,Actinobacteria
2-s2.0-84870724521,16,Bacteria
2-s2.0-84870724521,16,bioremediation
2-s2.0-84870724521,16,chemistry
2-s2.0-84870724521,16,metabolism
2-s2.0-84870724521,16,microbiology
2-s2.0-84870724521,16,plant
2-s2.0-84870724521,16,pollutant
2-s2.0-84870724521,16,Actinobacteria
2-s2.0-84870724521,16,Bacteria
2-s2.0-84870724521,16,"Biodegradation, Environmental"
2-s2.0-84870724521,16,Environmental Microbiology
2-s2.0-84870724521,16,Environmental Pollutants
2-s2.0-84870724521,16,Gram-Negative Bacteria
2-s2.0-84870724521,16,Lindane
2-s2.0-84870724521,16,Metabolic Networks and Pathways
2-s2.0-84870724521,16,Plants
2-s2.0-84863616399,16,Literature reviews
2-s2.0-84863616399,16,Natural resource industries
2-s2.0-84863616399,16,Research questions
2-s2.0-84863616399,16,Simulation
2-s2.0-84863616399,16,Agriculture
2-s2.0-84863616399,16,Fisheries
2-s2.0-84863616399,16,Mining
2-s2.0-84863616399,16,Natural resources
2-s2.0-84863616399,16,Operations research
2-s2.0-84863616399,16,Optimization
2-s2.0-84863616399,16,Research
2-s2.0-84863616399,16,Stochastic models
2-s2.0-84863616399,16,Timber
2-s2.0-84863616399,16,Forestry
2-s2.0-84863616399,16,Mathematical Models
2-s2.0-84863616399,16,Operations Research
2-s2.0-84863616399,16,Optimization
2-s2.0-84863616399,16,Random Processes
2-s2.0-84863616399,16,Renewable Resources
2-s2.0-84863616399,16,Research
2-s2.0-84863616399,16,Simulation
2-s2.0-83555165994,16,Boundedness
2-s2.0-83555165994,16,Closed loops
2-s2.0-83555165994,16,Closed-loop parameters
2-s2.0-83555165994,16,Constant disturbances
2-s2.0-83555165994,16,Continuous time models
2-s2.0-83555165994,16,Control laws
2-s2.0-83555165994,16,Coulomb frictions
2-s2.0-83555165994,16,Identification algorithms
2-s2.0-83555165994,16,Lyapunov stability theory
2-s2.0-83555165994,16,Parametric estimation
2-s2.0-83555165994,16,PD control
2-s2.0-83555165994,16,Position controller
2-s2.0-83555165994,16,Proportional derivatives
2-s2.0-83555165994,16,Algorithms
2-s2.0-83555165994,16,Servomotors
2-s2.0-83555165994,16,Identification (control systems)
2-s2.0-83555165994,16,algorithm
2-s2.0-83555165994,16,amplifier
2-s2.0-83555165994,16,article
2-s2.0-83555165994,16,computer
2-s2.0-83555165994,16,computer simulation
2-s2.0-83555165994,16,electronics
2-s2.0-83555165994,16,industry
2-s2.0-83555165994,16,instrumentation
2-s2.0-83555165994,16,nonlinear system
2-s2.0-83555165994,16,reproducibility
2-s2.0-83555165994,16,statistical model
2-s2.0-83555165994,16,Algorithms
2-s2.0-83555165994,16,"Amplifiers, Electronic"
2-s2.0-83555165994,16,Computer Simulation
2-s2.0-83555165994,16,Computers
2-s2.0-83555165994,16,Electronics
2-s2.0-83555165994,16,Industry
2-s2.0-83555165994,16,Linear Models
2-s2.0-83555165994,16,Nonlinear Dynamics
2-s2.0-83555165994,16,Reproducibility of Results
2-s2.0-84865698947,16,Alternative approach
2-s2.0-84865698947,16,Chattering problems
2-s2.0-84865698947,16,Control design methods
2-s2.0-84865698947,16,Discount factors
2-s2.0-84865698947,16,Feedback delay
2-s2.0-84865698947,16,Linear controllers
2-s2.0-84865698947,16,Measurement Noise
2-s2.0-84865698947,16,Model uncertainties
2-s2.0-84865698947,16,Nonlinear control laws
2-s2.0-84865698947,16,System output
2-s2.0-84865698947,16,Time optimal control
2-s2.0-84865698947,16,Time response
2-s2.0-84865698947,16,Time-optimal
2-s2.0-84865698947,16,Linear control systems
2-s2.0-84865698947,16,Motion control
2-s2.0-84865698947,16,Nonlinear feedback
2-s2.0-84865698947,16,Synchros
2-s2.0-84865698947,16,Uncertainty analysis
2-s2.0-84865698947,16,Servomechanisms
2-s2.0-80052845471,16,MILP-based approach
2-s2.0-80052845471,16,Semiconductor manufacturing systems
2-s2.0-80052845471,16,Semiconductor wafer fabrication
2-s2.0-80052845471,16,Short-term scheduling
2-s2.0-80052845471,16,Wet-etch
2-s2.0-80052845471,16,Automation
2-s2.0-80052845471,16,Manufacture
2-s2.0-80052845471,16,Optimization
2-s2.0-80052845471,16,Scheduling
2-s2.0-80052845471,16,Silicon wafers
2-s2.0-80052845471,16,Semiconductor device manufacture
2-s2.0-80054923170,16,3 amino 2 (3 carboxypropyl) 6 (4 methoxyphenyl)pyridazinium bromide
2-s2.0-80054923170,16,bicuculline
2-s2.0-80054923170,16,docetaxel
2-s2.0-80054923170,16,esomeprazole
2-s2.0-80054923170,16,omeprazole
2-s2.0-80054923170,16,paclitaxel
2-s2.0-80054923170,16,sildenafil
2-s2.0-80054923170,16,zolpidem
2-s2.0-80054923170,16,zopiclone
2-s2.0-80054923170,16,article
2-s2.0-80054923170,16,breast carcinoma
2-s2.0-80054923170,16,combinatorial chemistry
2-s2.0-80054923170,16,drug screening
2-s2.0-80054923170,16,erectile dysfunction
2-s2.0-80054923170,16,feasibility study
2-s2.0-80054923170,16,high throughput screening
2-s2.0-80054923170,16,ovary carcinoma
2-s2.0-80054923170,16,priority journal
2-s2.0-80054923170,16,process model
2-s2.0-80054923170,16,pulmonary hypertension
2-s2.0-80054923170,16,quantitative structure activity relation
2-s2.0-80054923170,16,technology
2-s2.0-80054923170,16,X ray crystallography
2-s2.0-80054923170,16,Animals
2-s2.0-80054923170,16,Combinatorial Chemistry Techniques
2-s2.0-80054923170,16,Drug Discovery
2-s2.0-80054923170,16,High-Throughput Screening Assays
2-s2.0-80054923170,16,Humans
2-s2.0-80054923170,16,"Models, Molecular"
2-s2.0-80054923170,16,Pharmaceutical Preparations
2-s2.0-80054923170,16,Pharmacology
2-s2.0-80054923170,16,Quantitative Structure-Activity Relationship
2-s2.0-80052629999,16,Argentina
2-s2.0-80052629999,16,Computational burden
2-s2.0-80052629999,16,Decision supports
2-s2.0-80052629999,16,Design problems
2-s2.0-80052629999,16,Economic performance
2-s2.0-80052629999,16,Integer variables
2-s2.0-80052629999,16,Mixed-Integer Programming
2-s2.0-80052629999,16,Planning models
2-s2.0-80052629999,16,Public policy makers
2-s2.0-80052629999,16,Rigorous solution
2-s2.0-80052629999,16,Rolling horizon
2-s2.0-80052629999,16,Storage facilities
2-s2.0-80052629999,16,Supply chain management (SCM)
2-s2.0-80052629999,16,Computer programming
2-s2.0-80052629999,16,Decision support systems
2-s2.0-80052629999,16,Ethanol
2-s2.0-80052629999,16,Integer programming
2-s2.0-80052629999,16,Sugar industry
2-s2.0-80052629999,16,Sugars
2-s2.0-80052629999,16,Supply chain management
2-s2.0-80052629999,16,Sugar cane
2-s2.0-80255138715,16,hydrofluoric acid
2-s2.0-80255138715,16,proton
2-s2.0-80255138715,16,article
2-s2.0-80255138715,16,chemical bond
2-s2.0-80255138715,16,chemical structure
2-s2.0-80255138715,16,density functional theory
2-s2.0-80255138715,16,dipole
2-s2.0-80255138715,16,hydrogen bond
2-s2.0-80255138715,16,priority journal
2-s2.0-80255138715,16,quantum theory
2-s2.0-80255138715,16,spectroscopy
2-s2.0-80255138715,16,vibration
2-s2.0-80255138715,16,Carbohydrate Conformation
2-s2.0-80255138715,16,Heterocyclic Compounds
2-s2.0-80255138715,16,Hydrogen Bonding
2-s2.0-80255138715,16,"Models, Molecular"
2-s2.0-80255138715,16,Quantum Theory
2-s2.0-80255138715,16,Reproducibility of Results
2-s2.0-80054924930,16,Archimate
2-s2.0-80054924930,16,Enterprise Architecture
2-s2.0-80054924930,16,Goal modelling
2-s2.0-80054924930,16,Ontology-based semantics
2-s2.0-80054924930,16,UFO
2-s2.0-80054924930,16,Architecture
2-s2.0-80054924930,16,Industry
2-s2.0-80054924930,16,Motivation
2-s2.0-80054924930,16,Semantics
2-s2.0-80054924930,16,Ontology
2-s2.0-80053214793,16,16S RNA gene
2-s2.0-80053214793,16,antifungal activity
2-s2.0-80053214793,16,Artemia
2-s2.0-80053214793,16,article
2-s2.0-80053214793,16,Bacillus subtilis
2-s2.0-80053214793,16,bacterial strain
2-s2.0-80053214793,16,bacterium culture
2-s2.0-80053214793,16,bacterium isolation
2-s2.0-80053214793,16,cell separation
2-s2.0-80053214793,16,conidium
2-s2.0-80053214793,16,controlled study
2-s2.0-80053214793,16,corn
2-s2.0-80053214793,16,cytotoxicity
2-s2.0-80053214793,16,fungal spore germination
2-s2.0-80053214793,16,fungus
2-s2.0-80053214793,16,nonhuman
2-s2.0-80053214793,16,nucleotide sequence
2-s2.0-80053214793,16,Pantoea agglomerans
2-s2.0-80053214793,16,pH
2-s2.0-80053214793,16,phylogeny
2-s2.0-80053214793,16,Pseudomonas
2-s2.0-80053214793,16,Pseudomonas fluorescens
2-s2.0-80053214793,16,RNA gene
2-s2.0-80053214793,16,RNA sequence
2-s2.0-80053214793,16,soil microflora
2-s2.0-80053214793,16,Stenocarpella macrospora
2-s2.0-80053214793,16,Stenocarpella maydis
2-s2.0-80053214793,16,thermostability
2-s2.0-80053214793,16,Ascomycetes
2-s2.0-80053214793,16,Bacillus subtilis
2-s2.0-80053214793,16,Bacteria
2-s2.0-80053214793,16,classification
2-s2.0-80053214793,16,culture medium
2-s2.0-80053214793,16,drug effects
2-s2.0-80053214793,16,drug stability
2-s2.0-80053214793,16,genetics
2-s2.0-80053214793,16,"growth, development and aging"
2-s2.0-80053214793,16,isolation and purification
2-s2.0-80053214793,16,metabolism
2-s2.0-80053214793,16,Pantoea
2-s2.0-80053214793,16,pharmacology
2-s2.0-80053214793,16,Pseudomonas
2-s2.0-80053214793,16,species difference
2-s2.0-80053214793,16,temperature
2-s2.0-80053214793,16,Animalia
2-s2.0-80053214793,16,Artemia
2-s2.0-80053214793,16,Bacillus subtilis
2-s2.0-80053214793,16,Fungi
2-s2.0-80053214793,16,Pantoea
2-s2.0-80053214793,16,Pantoea agglomerans
2-s2.0-80053214793,16,Pseudomonas
2-s2.0-80053214793,16,Pseudomonas fluorescens
2-s2.0-80053214793,16,Stenocarpella
2-s2.0-80053214793,16,Stenocarpella macrospora
2-s2.0-80053214793,16,Stenocarpella maydis
2-s2.0-80053214793,16,Zea mays
2-s2.0-80053214793,16,antifungal agent
2-s2.0-80053214793,16,culture medium
2-s2.0-80053214793,16,RNA 16S
2-s2.0-80053214793,16,Antifungal Agents
2-s2.0-80053214793,16,Ascomycota
2-s2.0-80053214793,16,Bacillus subtilis
2-s2.0-80053214793,16,Bacteria
2-s2.0-80053214793,16,"Culture Media, Conditioned"
2-s2.0-80053214793,16,Drug Stability
2-s2.0-80053214793,16,Hydrogen-Ion Concentration
2-s2.0-80053214793,16,Pantoea
2-s2.0-80053214793,16,Phylogeny
2-s2.0-80053214793,16,Pseudomonas
2-s2.0-80053214793,16,"RNA, Ribosomal, 16S"
2-s2.0-80053214793,16,Species Specificity
2-s2.0-80053214793,16,Temperature
2-s2.0-80052912494,16,article
2-s2.0-80052912494,16,bioinformatics
2-s2.0-80052912494,16,covariance
2-s2.0-80052912494,16,gene mapping
2-s2.0-80052912494,16,methodology
2-s2.0-80052912494,16,multivariate analysis
2-s2.0-80052912494,16,priority journal
2-s2.0-80052912494,16,reliability
2-s2.0-80052912494,16,virtual reality
2-s2.0-79953713647,16,Amount of information
2-s2.0-79953713647,16,Automatic-learning
2-s2.0-79953713647,16,Bacterial meningitis
2-s2.0-79953713647,16,Bayesian
2-s2.0-79953713647,16,Bayesian inference
2-s2.0-79953713647,16,CBr
