EID,Cited by,Index Keywords,DOI,Link,,,,"SUBJAREA ( econ )  AND  ( PUBYEAR  <  2016  AND  PUBYEAR  >  2010 )  AND  ( LIMIT-TO ( SRCTYPE ,  ""j"" ) )"
2-s2.0-84859538694,52,Australia; Causal relationships; Computer recycling; Critical factors; Customer demands; DEMATEL; e-Waste; Electronic goods; End-of-life; End-of-Life computers; Environmental issues; Government legislations; Mapping process; Recyclable material; Reverse supply chains; Waste stream; Computers; Electronic equipment; Recycling; Supply chains,10.1016/j.ijpe.2011.07.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859538694&partnerID=40&md5=c55db7af4b563f848bf60bd2c595434e,,,,
2-s2.0-84862856334,52,,10.1016/j.jfs.2012.01.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862856334&partnerID=40&md5=e3b83b7fddb6fda777b42473fb097b13,,,,
2-s2.0-84867786703,52,,10.1257/jep.26.3.27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867786703&partnerID=40&md5=2c6e4b2cdfc6f5ad04ad5b32dd0f3061,,,,
2-s2.0-84860425927,52,,10.1111/j.1475-679X.2012.00442.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860425927&partnerID=40&md5=0dd1b657ebb3609047dc2377389702cd,,,,
2-s2.0-84860277245,52,,10.1111/j.1540-6261.2012.01737.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860277245&partnerID=40&md5=e3c35f343192b0650b6018272f631eb4,,,,
2-s2.0-84860473830,52,,10.1016/j.jebo.2012.03.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860473830&partnerID=40&md5=eae2e71c8795d205a56ca06890f16312,,,,
2-s2.0-84859893940,52,,10.1007/s10660-012-9092-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859893940&partnerID=40&md5=dee83743193c244f2e2713611c104d48,,,,
2-s2.0-84857451801,52,,10.1016/j.jimonfin.2011.10.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857451801&partnerID=40&md5=1170a8b28cb40ff9331fde84e52b28f3,,,,
2-s2.0-84859767408,52,accuracy assessment; central bank; error analysis; forecasting method; information system; model test; model validation; prediction,10.1086/665662,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859767408&partnerID=40&md5=f299ad210a7326d3bb7e961aef47ce96,,,,
2-s2.0-84855958707,52,,10.1111/j.1540-6261.2011.01706.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855958707&partnerID=40&md5=5d4cb57a645ab50a0c125f2f4c3b42ec,,,,
2-s2.0-79961207905,52,decision support system; ecosystem management; environmental planning; governance approach; spatial planning; trade-off; Europe; United States,10.1016/j.marpol.2011.05.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961207905&partnerID=40&md5=8fc109700c78384c67d66dbb0f12a901,,,,
2-s2.0-84155196822,52,,10.1007/s11187-010-9265-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84155196822&partnerID=40&md5=b84a8768a0e93a9a2bf74d2a1fb25923,,,,
2-s2.0-81855193949,52,climate change; climate effect; data set; developing world; drought; environmental change; labor migration; migration determinant; population migration; rural population; Ethiopia,10.1016/j.worlddev.2011.05.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855193949&partnerID=40&md5=8f6ed21c6c02c605b3c12dda9e4335a6,,,,
2-s2.0-83655172541,52,,10.1177/0149206311429614,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83655172541&partnerID=40&md5=92f56235cf5c9e038a70f53485eb8046,,,,
2-s2.0-84155196854,52,,10.1007/s11187-010-9264-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84155196854&partnerID=40&md5=15f443c8b550a416f4267a6c24bf0f53,,,,
2-s2.0-84555189129,52,economic activity; economic conditions; financial crisis; macroeconomics; stock market; unemployment,10.1093/oep/gpr051,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84555189129&partnerID=40&md5=7b5098d8ac393b649ef331d67965ca92,,,,
2-s2.0-81155160967,52,cost-benefit analysis; ecosystem service; environmental economics; environmental issue; Millenium Development Goal; typology; welfare economics; willingness to pay,10.1016/j.ecolecon.2011.07.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81155160967&partnerID=40&md5=29c472bb8528ddbd93fff30c359f7a22,,,,
2-s2.0-80053070492,52,,10.1111/j.1540-6261.2011.01686.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053070492&partnerID=40&md5=e3bda1de3d286ed850e0c3e6e7523c6f,,,,
2-s2.0-80052592963,52,,10.1108/02651331111167589,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052592963&partnerID=40&md5=8babfe82430a28331d22619cc71ad3c2,,,,
2-s2.0-81855180420,52,,10.1257/jep.25.4.3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81855180420&partnerID=40&md5=042d6070a9166b24227d4f5a15672acf,,,,
2-s2.0-84860389818,52,,10.1257/aer.101.5.1872,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860389818&partnerID=40&md5=5b429590bcb0a825a935fcd3b1f96532,,,,
2-s2.0-79960512096,52,,10.1111/j.1540-6261.2011.01664.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960512096&partnerID=40&md5=99cef5281c2d5df6edb7eaf96586c6d4,,,,
2-s2.0-79961243529,52,developing world; economic development; economic growth; financial crisis; innovation; investment; technology,10.1093/wbro/lkr007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961243529&partnerID=40&md5=59ef201f6c9a97e4b01e5a58d3f369e6,,,,
2-s2.0-79959905868,52,,10.3982/ECTA8346,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959905868&partnerID=40&md5=9e0fed4d849c42ee8114b91a1c634bac,,,,
2-s2.0-79959796453,52,,10.1007/s10551-010-0716-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959796453&partnerID=40&md5=78edacebea4dc3ddd3b227489f942bdf,,,,
2-s2.0-79957993786,52,Eco-efficiency; Eco-industrial parks (EIPs); Industrial ecology; Industrial symbiosis; Kalundborg; Kwinana; Competition; Efficiency; Linear transformations; Parks; Industry; economic analysis; economic development; industrial development; industrial ecology; inhibitor; linearity; recycling; sustainability; Asia; Australia; Europe; Kwinana; Western Australia,10.1111/j.1530-9290.2011.00332.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957993786&partnerID=40&md5=f964c3a35e825482ab57f481c5189a6f,,,,
2-s2.0-79957485739,52,,10.1093/rfs/hhq114,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957485739&partnerID=40&md5=936ec3478579821261a3aeb4a09b0c4b,,,,
2-s2.0-79954508448,52,,10.1509/jmkg.75.3.132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954508448&partnerID=40&md5=f681f26cce37f78f73d38c2dd4134b53,,,,
2-s2.0-79955626101,52,,10.1257/mac.3.2.1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955626101&partnerID=40&md5=ad95d3a786eac699d9705db5672ed36b,,,,
2-s2.0-79951949511,52,,10.1016/j.jempfin.2010.11.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951949511&partnerID=40&md5=8a061788c9c7b21a33325dfde48e3e4b,,,,
2-s2.0-79953834517,52,,10.1257/jel.49.1.72,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953834517&partnerID=40&md5=3a9788d4c5025597f03b8ebbe72593ee,,,,
2-s2.0-79951907001,52,,10.1111/j.1468-2354.2010.00623.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951907001&partnerID=40&md5=72a43dc2293359073869c616c9b5a833,,,,
2-s2.0-79958225089,52,,10.1257/pol.3.1.157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958225089&partnerID=40&md5=6c9fc94847da2599412779a91d002a06,,,,
2-s2.0-78650171300,52,,10.1016/j.jpubeco.2010.09.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650171300&partnerID=40&md5=78c0d06b65787d03cec419a4744d8fcb,,,,
2-s2.0-79957501469,52,,10.1162/REST_a_00053,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957501469&partnerID=40&md5=ebfe33ee19dcaf9d672e2d25f842b378,,,,
2-s2.0-79251621473,52,economic growth; economic policy; financial crisis; low income population; tax reform; tax system,10.1111/j.1468-0297.2010.02415.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251621473&partnerID=40&md5=a714a58d5fc653fa7c184d2b0b6115b6,,,,
2-s2.0-79957504319,52,,10.1162/REST_a_00049,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957504319&partnerID=40&md5=425052830733fdada60bb7443c3a061f,,,,
2-s2.0-78349308172,52,,10.1016/j.jue.2010.08.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78349308172&partnerID=40&md5=14cd5e0c2738bacfdaee4c4311680ff7,,,,
2-s2.0-78650327548,52,,10.1177/0149206310384630,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650327548&partnerID=40&md5=b95652c93a1e17031316cbab396fb887,,,,
2-s2.0-78650764206,52,Current practices; Developed countries; Digital divide; Display screen; Disposal routes; Electronic appliances; Electronic waste; Environmental consequences; Environmental contamination; Environmental pollutions; Human exposures; Sound management; Unsanitary landfill; Cathode ray tubes; Cathode rays; Cathodes; Computer monitors; Contamination; Developing countries; Digital devices; Environmental management; Heavy metals; Land fill; Pollution; Recycling; Tubes (components); Waste disposal; Wastes; Fluorescent screens; lead; hazardous waste; lead; recycling; solid waste; strategic approach; waste disposal; air pollution; article; cathode ray tube; developed country; developing country; dumping; electrical equipment; environmental management; health hazard; incineration; landfill; microcomputer; municipal solid waste; recycling; soil pollution; solid waste management; television; waste disposal,10.1016/j.resconrec.2010.10.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650764206&partnerID=40&md5=0015f1f30df1dd6c341e5eed4cdd93f8,,,,
2-s2.0-84891362152,51,food consumption; preference behavior; regression analysis; sustainability; France; Germany; Poland; Spain; Sweden; United Kingdom,10.1016/j.foodpol.2013.12.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891362152&partnerID=40&md5=113bfc2227a768a0c786eeb76325c859,,,,
2-s2.0-84901703483,51,,10.1177/0149206314527130,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901703483&partnerID=40&md5=76657f0114fab748fd5804ce3cc60659,,,,
2-s2.0-84884393955,51,Carbon emissions; Central government; Directional distance function; Dynamic changes; Emission performance; Malmquist indices; Metafrontier; Technology gap; Data envelopment analysis; Fossil fuel power plants; Carbon dioxide; best management practice; carbon emission; data envelopment analysis; efficiency measurement; emission inventory; fossil fuel; governance approach; leadership; performance assessment; planning method; power plant; China,10.1016/j.eneco.2013.08.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884393955&partnerID=40&md5=3cee818e292ec148c7ccc05550aee616,,,,
2-s2.0-84873500102,51,,10.1257/app.5.1.208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873500102&partnerID=40&md5=e857714952979910eb4af7827d61a22a,,,,
2-s2.0-84865685145,51,Environmental efficiency; Environmental performance; Manufacturing facility; Paper documents; Practical guidance; Process flows; Process mapping; Spreadsheet models; Sustainable manufacturing; Sustainable society; Waste flows; Zero carbons; Environmental management; Manufacture,10.1016/j.ijpe.2012.01.036,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865685145&partnerID=40&md5=8e6a92904bd1d4d1500779fa8c7a8ae2,,,,
2-s2.0-84876185219,51,,10.1111/j.1540-6520.2012.00543.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876185219&partnerID=40&md5=4f78c93afdf806058cb840617a411282,,,,
2-s2.0-84870357962,51,employment; financial system; human capital; income distribution; size distribution; wage determination; United States,10.1093/qje/qjs030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870357962&partnerID=40&md5=bd1b2dff6bfb6542fd5fd1970d51c166,,,,
2-s2.0-84876195384,51,,10.1111/j.1540-6520.2012.00540.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876195384&partnerID=40&md5=a32253c0729a0013f15ddf1337bc97c4,,,,
2-s2.0-84864304719,51,,10.1007/s10693-011-0116-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864304719&partnerID=40&md5=58b178bbaa9f847dd9bf2cab166c4db7,,,,
2-s2.0-84862520350,51,central bank; currency devaluation; financial crisis; Gross Domestic Product; market conditions; real exchange rate; stock market,10.1016/j.jinteco.2011.12.009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862520350&partnerID=40&md5=e3606ad67b2ff232a338511c47ee93c8,,,,
2-s2.0-84861665979,51,,10.1287/mksc.1110.0653,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861665979&partnerID=40&md5=00be92b9231cc16db8268bf68583e378,,,,
2-s2.0-84862776509,51,Amorphous silicon (a-Si); Analysis method; Balance of systems; CdTe; Conference papers; Copper indium gallium diselenide; GHG emission; Industrial ecology; Life-cycle greenhouse gas emissions; Meta model; Performance ratio; Photovoltaic electricities; Primary screening; Production line; PV system; System boundary; Systematic Review; Thin film photovoltaics; Thin-film technology; Amorphous silicon; Cadmium telluride; Carbon dioxide; Carbon footprint; Copper; Efficiency; Electric generators; Estimation; Gallium; Gas emissions; Greenhouse gases; Irradiation; Photovoltaic effects; Selenium compounds; Silicon; Indium; amorphous medium; cadmium; carbon dioxide; ecological footprint; electricity generation; emission inventory; environmental impact assessment; film; gallium; greenhouse gas; indium; industrial ecology; irradiation; life cycle analysis; literature review; photovoltaic system; silicon; solar power; telluride,10.1111/j.1530-9290.2011.00423.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862776509&partnerID=40&md5=294acffa43a508475303eae4ef3f707e,,,,
2-s2.0-84858596604,51,,10.1162/REST_a_00139,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858596604&partnerID=40&md5=f92ad3936075c96200bda59d4a84c938,,,,
2-s2.0-84155164217,51,Component based; Component based approach; Economic performance; Environmental performance; Environmental practices; Estimation methods; Green supply chain; Green supply chain management; Latent variable; Market share; Model specifications; Structural equation modeling; Competition; Environmental management; Industry; Profitability; Specifications; Supply chain management; Estimation,10.1016/j.ijpe.2011.11.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84155164217&partnerID=40&md5=232465aa52374ee46570d2cb0dbdfb9f,,,,
2-s2.0-84856407636,51,agricultural ecosystem; assessment method; ecological economics; ecosystem function; ecosystem service; empirical analysis; food production; habitat type; home garden; literature review; questionnaire survey; valuation; Pyrenees,10.1016/j.ecolecon.2011.12.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856407636&partnerID=40&md5=be7f71bc4dfdfa8629da04b51c3fdbaf,,,,
2-s2.0-84865406611,51,,10.1007/s10490-011-9250-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865406611&partnerID=40&md5=e59bc1cfe5d2bdc92d231e4e46ab405a,,,,
2-s2.0-84856390909,51,,10.1108/10662241211199960,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856390909&partnerID=40&md5=bb06712c2d283fe4294e8733b7f5419a,,,,
2-s2.0-80053077586,51,,10.1093/rfs/hhr076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053077586&partnerID=40&md5=297e2b531b6b5c7273a22b21b71e9ca0,,,,
2-s2.0-83055194618,51,Extraction rate; Historical data; Industrial ecology; Material flow analysis (MFA); Modern technologies; NdFeB permanent magnet; Neodymium iron borons; Quantitative information; Boron; Boron compounds; Dysprosium; Iron compounds; Neodymium; Neodymium alloys; Praseodymium; Rare earths; Terbium; Permanent magnets; data set; magnetic property; quantitative analysis; rare earth element; recycling; China; Japan; United States,10.1111/j.1530-9290.2011.00362.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83055194618&partnerID=40&md5=b83d2ee59543ad24874f565e8ae410d5,,,,
2-s2.0-80155213868,51,,10.1007/s10551-011-0912-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80155213868&partnerID=40&md5=f3f5b5f67165631e4ef84ccdbbb54596,,,,
2-s2.0-80053061379,51,,10.1111/j.1540-6261.2011.01681.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053061379&partnerID=40&md5=691e8cd036fe6b1dfb79c05c725d0263,,,,
2-s2.0-79961029058,51,,10.1016/j.jpubeco.2011.05.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961029058&partnerID=40&md5=af9eb2c0d05c2e45b385ec8e831eb856,,,,
2-s2.0-79960344728,51,Linear combinations; Log scoring; Model combination; Posterior probability; Prediction model; Scoring criteria; Scoring rules; Forecasting; Mathematical models; Optimization; Lakes,10.1016/j.jeconom.2011.02.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960344728&partnerID=40&md5=913d7389cc3878670ddcac932af8c628,,,,
2-s2.0-80053230351,51,,10.1111/j.1540-6520.2011.00451.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053230351&partnerID=40&md5=2aefc0f691a8a641e9bc806a198bb0f0,,,,
2-s2.0-79955470375,51,Defective items; Economic order quantity; EOQ; Imperfect process; Imperfect quality; Inspection errors; Inspection process; Misclassification error; Numerical example; Optimal production; Probability of misclassification; Solution procedure; Type II error; Type-I error; Costs; Inspection; Mathematical models; Errors,10.1016/j.ijpe.2010.01.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955470375&partnerID=40&md5=7aabee57605093dd8f57f6c74a7a5043,,,,
2-s2.0-79957939211,51,appropriate technology; foreign direct investment; high technology industry; innovation; research and development; science and technology; technological development; technology adoption; technology diffusion; technology transfer; China,10.1016/j.worlddev.2010.05.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957939211&partnerID=40&md5=e087e3c5771382c8f54fcc0552d363e7,,,,
2-s2.0-79960318849,51,,10.1007/s10551-010-0732-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960318849&partnerID=40&md5=63810e0ccc99aff0923639f6879c8413,,,,
2-s2.0-79955727905,51,,10.1111/j.1540-6520.2010.00372.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955727905&partnerID=40&md5=c7542a99e6e42051b762fb69fa019655,,,,
2-s2.0-79960693548,51,,10.1080/14697688.2010.539249,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960693548&partnerID=40&md5=27ef621039f173e339e04761dbc82589,,,,
2-s2.0-79954602216,51,,10.1016/j.jfineco.2011.02.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954602216&partnerID=40&md5=6da0acaae43a6288b1f9ffb36002525f,,,,
2-s2.0-79957449052,51,,10.1093/rfs/hhq115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957449052&partnerID=40&md5=24b3250aa0b62fdfc843f67b8db19c3b,,,,
2-s2.0-79952616587,51,Case study analysis; Convergence; County level; Economic growths; Empirical investigation; Growth effects; Natural resource curse; Resource curse; Resource extraction; Spatial correlations; Specific effects; Wyoming; Natural resources; Economics; convergence; economic growth; empirical analysis; natural resource; resource assessment; resource availability; resource development; Maine; United States; Wyoming,10.1016/j.reseneeco.2010.05.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952616587&partnerID=40&md5=8188179ff03038317c26656b28d7422f,,,,
2-s2.0-79951958501,51,,10.1016/j.jwb.2010.05.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951958501&partnerID=40&md5=1235f216643e6ea6a97c19c0c8222201,,,,
2-s2.0-79952191131,51,banking; business cycle; capital formation; credit provision; currency market; economic activity; entrepreneur; financial crisis; global economy; lending behavior; model test; Europe; United States,10.1016/j.euroecorev.2010.12.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952191131&partnerID=40&md5=2d707a9a96ff7c2668d2a3b3accb09e0,,,,
2-s2.0-79960355212,51,agricultural economics; agricultural market; agricultural production; alternative agriculture; demand analysis; organic farming; sustainability,10.1093/ajae/aar005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960355212&partnerID=40&md5=2d32b080fd8ad76ebf6341d42e8896b7,,,,
2-s2.0-78651488221,51,,10.1007/s11187-009-9212-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651488221&partnerID=40&md5=a0445ff34856c0383d416d763e2933c9,,,,
2-s2.0-79251524954,51,,10.1093/rfs/hhq113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251524954&partnerID=40&md5=6f4cf799f6ec28e9112662f2a800d634,,,,
2-s2.0-78650643488,51,credit provision; interest rate; racial disparity,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650643488&partnerID=40&md5=b9b0586da8f19d4f521759f529efe07e,,,,
2-s2.0-78650352974,51,,10.1177/0149206310383986,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650352974&partnerID=40&md5=4329da2966acff65881041d48d80a4de,,,,
2-s2.0-78649335446,51,Branch-bound algorithm; Fixed cost; Mixed-integer programming; Numerical experiments; Order quantity; Order size; Ordering quantity; Procurement; Shortage cost; SIMPLE algorithm; Special structure; Stochastic demand; Supplier selection; Total costs; Uncertain demand; Cost accounting; Costs; Integer programming; Sales; Stochastic systems; Supply chain management; Supply chains; Algorithms,10.1016/j.ijpe.2010.08.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649335446&partnerID=40&md5=4319ec0d046f7d4de7128d48864df802,,,,
2-s2.0-78751679369,51,agriculture; alternative fuel; biofuel; competition (economics); emission control; food security; greenhouse gas; land use; productivity; sustainability,10.1016/j.foodpol.2010.11.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751679369&partnerID=40&md5=51f278ac804eae77d690eafba9b6c1f6,,,,
2-s2.0-79960056209,51,agricultural land; agricultural production; biodiversity; demand analysis; ecosystem service; globalization,10.1093/ajae/aaq189,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960056209&partnerID=40&md5=2ae441fc39e40303303c13215585715f,,,,
2-s2.0-84894530102,50,,10.1257/jep.28.1.167,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894530102&partnerID=40&md5=a03560ae6ed7dc313057443a6fdc25af,,,,
2-s2.0-84895892902,50,debt; economic growth; Gross Domestic Product; growth rate,10.1093/cje/bet075,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84895892902&partnerID=40&md5=09b5b0a611fb542f15c0366c08a34250,,,,
2-s2.0-84903161818,50,,10.1257/jep.28.2.3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903161818&partnerID=40&md5=a54b0026aa651a553e6d9c24c2dc6cf6,,,,
2-s2.0-84882707109,50,,10.1111/jeea.12055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882707109&partnerID=40&md5=eaf3d97ed9412530bcab17281233e48c,,,,
2-s2.0-84888133084,50,,10.1007/s10551-012-1543-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888133084&partnerID=40&md5=9371db57f1656058c132f27d5a661801,,,,
2-s2.0-84857689135,50,,10.1162/REST_a_00291,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857689135&partnerID=40&md5=2b7586009f615c9b97d009202944f390,,,,
2-s2.0-84881048544,50,,10.1007/s11747-013-0326-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881048544&partnerID=40&md5=12c95d43132ad2edb136e48b2a13e26a,,,,
2-s2.0-84875660446,50,Energy markets; Energy prices; Food markets; Literature reviews; Modeling technique; Price levels; Price transmission; Price volatility; Commerce; Costs; Digital storage; Time series; Biofuels; agricultural price; biofuel; energy market; literature review; price dynamics; time series,10.1016/j.eneco.2013.02.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875660446&partnerID=40&md5=3818625478c93e61fa63c2b555cf9e82,,,,
2-s2.0-84872028568,50,,10.1016/j.intfin.2012.11.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872028568&partnerID=40&md5=8205db052ae5ba67edd7434b331a2f7f,,,,
2-s2.0-84867835264,50,,10.1016/j.jue.2012.09.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867835264&partnerID=40&md5=37dee3bfd71d3fed3077944537a5b640,,,,
2-s2.0-84866383289,50,Basic reproduction number; Control strategies; Cure rate; Dynamical model; Global stability; Globally asymptotically stable; Qualitative properties; Seizing computers; Three systems; Curing; Internet; Lyapunov functions; Phase equilibria; Computer viruses,10.1016/j.nonrwa.2012.07.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866383289&partnerID=40&md5=f6d6850e359305df0194543850ba9fda,,,,
2-s2.0-84873306899,50,,10.1257/aer.103.1.220,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873306899&partnerID=40&md5=b43e68e344568cea4315868c52815856,,,,
2-s2.0-84865327409,50,,10.1016/j.econmod.2012.06.027,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865327409&partnerID=40&md5=036d100743ad319d00cf472de51c4968,,,,
2-s2.0-84864844083,50,,10.1016/j.jbankfin.2011.05.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864844083&partnerID=40&md5=ae62f353483ff8eff457f73ac47b7ef8,,,,
2-s2.0-84867692154,50,,10.1257/aer.102.6.2381,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867692154&partnerID=40&md5=a3abc2f15f37cfd16ff91684dd736dca,,,,
2-s2.0-84863185831,50,Customer loyalty; Direct channel; Dual channel; Numerical studies; Optimal decisions; Pricing decision; Pricing policy; Pricing strategy; Rapid development; Retail channel; Retail services; Stackelberg Games; Two stage optimizations; Costs; Manufacture; Optimization; Supply chains; Sales,10.1016/j.ijpe.2012.05.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863185831&partnerID=40&md5=f47a6c108e21a4ef240924c59cc9a3ac,,,,
2-s2.0-84865309840,50,Industrial ecology; Input output analysis; Lifestyle; Regional variation; Structural decomposition analysis; Sustainable consumption; Coastal zones; Economic analysis; Efficiency; Global warming; Industry; Knowledge management; Regional planning; Structural analysis; Technology; Carbon dioxide; carbon dioxide; carbon emission; decomposition; demography; economic growth; household energy; industrial ecology; industrial structure; input-output analysis; lifestyle; regional economy; sustainable development; urbanization; China,10.1111/j.1530-9290.2012.00494.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865309840&partnerID=40&md5=212fea694f09b92061cb1eff237c2db5,,,,
2-s2.0-84865356804,50,behavioral response; information; learning; social behavior,10.1093/qje/qjs021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865356804&partnerID=40&md5=a8ccd59a0f7dcc248dd6897c504bf5aa,,,,
2-s2.0-84860823942,50,,10.1016/j.jwb.2011.05.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860823942&partnerID=40&md5=3562c81eaeb85db74c6cb11751a0ba58,,,,
2-s2.0-84873194577,50,,10.1146/annurev-economics-080511-110917,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873194577&partnerID=40&md5=8acddefd264968464812a0c0900af3e4,,,,
2-s2.0-84860999210,50,,10.1016/j.jwb.2011.05.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860999210&partnerID=40&md5=4bce1a25b484c93cc7fca836bc9f9600,,,,
2-s2.0-84862507659,50,,10.1257/jel.50.1.151,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862507659&partnerID=40&md5=bc8e16e43ada7ad3f7b67e134db8688a,,,,
2-s2.0-84862588102,50,,10.1057/jibs.2011.59,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862588102&partnerID=40&md5=876204b65571ccc7578a6df6bc86fb7e,,,,
2-s2.0-84861303824,50,,10.1111/j.1540-6261.2012.01738.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861303824&partnerID=40&md5=3afab641549b955a63bc60548846538c,,,,
